,pub_time
184259,2020-10-13 16:13:26
189749,2020-10-13 16:13:30
188493,2020-10-13 16:13:32
184428,2020-10-13 16:13:39
189273,2020-10-13 16:13:40
188016,2020-10-13 16:13:43
190623,2020-10-13 16:13:55
189104,2020-10-13 16:14:00
194358,2020-10-13 16:14:00
191328,2020-10-13 16:14:00
190533,2020-10-13 16:14:00
182520,2020-10-13 16:14:00
183816,2020-10-13 16:14:00
195340,2020-10-13 16:14:00
187524,2020-10-13 16:14:00
186710,2020-10-13 16:14:00
197636,2020-10-13 16:14:00
184579,2020-10-13 16:14:00
193541,2020-10-13 16:14:00
182322,2020-10-13 16:14:09
181728,2020-10-13 16:14:16
181000,2020-10-13 16:14:19
194000,2020-10-13 16:14:38
180268,2020-10-13 16:14:40
189548,2020-10-13 16:14:46
198509,2020-10-13 16:14:49
198407,2020-10-13 16:14:52
182633,2020-10-13 16:15:00
188577,2020-10-13 16:15:00
189700,2020-10-13 16:15:00
183828,2020-10-13 16:15:00
189334,2020-10-13 16:15:00
192626,2020-10-13 16:15:00
181508,2020-10-13 16:15:00
185094,2020-10-13 16:15:00
193277,2020-10-13 16:15:00
181666,2020-10-13 16:15:00
190534,2020-10-13 16:15:00
185007,2020-10-13 16:15:00
181345,2020-10-13 16:15:00
182794,2020-10-13 16:15:00
180010,2020-10-13 16:15:00
180012,2020-10-13 16:15:00
190114,2020-10-13 16:15:01
185956,2020-10-13 16:15:02
187363,2020-10-13 16:15:03
197670,2020-10-13 16:15:20
180354,2020-10-13 16:15:23
181142,2020-10-13 16:15:30
183542,2020-10-13 16:15:31
186570,2020-10-13 16:15:33
184859,2020-10-13 16:15:41
189415,2020-10-13 16:15:45
184509,2020-10-13 16:15:48
183880,2020-10-13 16:15:50
190791,2020-10-13 16:15:50
189210,2020-10-13 16:15:52
183002,2020-10-13 16:16:00
181050,2020-10-13 16:16:00
197921,2020-10-13 16:16:00
181045,2020-10-13 16:16:00
181487,2020-10-13 16:16:00
187494,2020-10-13 16:16:00
192412,2020-10-13 16:16:00
195514,2020-10-13 16:16:00
160194,2020-10-13 16:16:00
186885,2020-10-13 16:16:00
187446,2020-10-13 16:16:04
183208,2020-10-13 16:16:04
193692,2020-10-13 16:16:08
184276,2020-10-13 16:16:13
183156,2020-10-13 16:16:17
186927,2020-10-13 16:16:19
184064,2020-10-13 16:16:21
190419,2020-10-13 16:16:21
183501,2020-10-13 16:16:27
182082,2020-10-13 16:16:39
180600,2020-10-13 16:16:42
196432,2020-10-13 16:16:43
181144,2020-10-13 16:16:43
181004,2020-10-13 16:16:47
184282,2020-10-13 16:17:00
194624,2020-10-13 16:17:00
186165,2020-10-13 16:17:00
183766,2020-10-13 16:17:00
181104,2020-10-13 16:17:00
196479,2020-10-13 16:17:00
188069,2020-10-13 16:17:00
181085,2020-10-13 16:17:00
179626,2020-10-13 16:17:00
180062,2020-10-13 16:17:00
183022,2020-10-13 16:17:04
181025,2020-10-13 16:17:12
181044,2020-10-13 16:17:12
181129,2020-10-13 16:17:17
192438,2020-10-13 16:17:18
189686,2020-10-13 16:17:20
189380,2020-10-13 16:17:27
181744,2020-10-13 16:17:28
183676,2020-10-13 16:17:34
189017,2020-10-13 16:17:42
191570,2020-10-13 16:17:43
187422,2020-10-13 16:17:50
180999,2020-10-13 16:17:52
188626,2020-10-13 16:17:53
189796,2020-10-13 16:17:55
188773,2020-10-13 16:18:00
181452,2020-10-13 16:18:00
184897,2020-10-13 16:18:00
182920,2020-10-13 16:18:00
180154,2020-10-13 16:18:00
196008,2020-10-13 16:18:00
189106,2020-10-13 16:18:00
178355,2020-10-13 16:18:00
194101,2020-10-13 16:18:00
195209,2020-10-13 16:18:05
196299,2020-10-13 16:18:12
181042,2020-10-13 16:18:16
190938,2020-10-13 16:18:19
186152,2020-10-13 16:18:20
187168,2020-10-13 16:18:37
185552,2020-10-13 16:18:37
186800,2020-10-13 16:18:45
192449,2020-10-13 16:18:45
182463,2020-10-13 16:18:45
186027,2020-10-13 16:18:45
183114,2020-10-13 16:18:45
188587,2020-10-13 16:18:45
188921,2020-10-13 16:18:45
188253,2020-10-13 16:18:51
190983,2020-10-13 16:18:54
189023,2020-10-13 16:18:55
182848,2020-10-13 16:18:56
197181,2020-10-13 16:19:00
183488,2020-10-13 16:19:00
178752,2020-10-13 16:19:00
183788,2020-10-13 16:19:00
180758,2020-10-13 16:19:00
188015,2020-10-13 16:19:00
181877,2020-10-13 16:19:00
185424,2020-10-13 16:19:00
183157,2020-10-13 16:19:00
177942,2020-10-13 16:19:04
181725,2020-10-13 16:19:12
194196,2020-10-13 16:19:17
185285,2020-10-13 16:19:19
188320,2020-10-13 16:19:34
182988,2020-10-13 16:19:35
183614,2020-10-13 16:19:36
180098,2020-10-13 16:19:36
189898,2020-10-13 16:19:37
196028,2020-10-13 16:19:40
188795,2020-10-13 16:19:41
181143,2020-10-13 16:19:42
184561,2020-10-13 16:19:48
183838,2020-10-13 16:20:00
195415,2020-10-13 16:20:00
186077,2020-10-13 16:20:00
187771,2020-10-13 16:20:00
185201,2020-10-13 16:20:00
181411,2020-10-13 16:20:00
191418,2020-10-13 16:20:00
183720,2020-10-13 16:20:00
183847,2020-10-13 16:20:00
181481,2020-10-13 16:20:00
180331,2020-10-13 16:20:00
195433,2020-10-13 16:20:00
183396,2020-10-13 16:20:00
190563,2020-10-13 16:20:00
181041,2020-10-13 16:20:00
184638,2020-10-13 16:20:05
188285,2020-10-13 16:20:06
179327,2020-10-13 16:20:06
194602,2020-10-13 16:20:10
188496,2020-10-13 16:20:16
192665,2020-10-13 16:20:22
196970,2020-10-13 16:20:25
183677,2020-10-13 16:20:25
186292,2020-10-13 16:20:26
191233,2020-10-13 16:20:28
196644,2020-10-13 16:20:30
183835,2020-10-13 16:20:33
191856,2020-10-13 16:20:37
195535,2020-10-13 16:20:41
197133,2020-10-13 16:20:42
181043,2020-10-13 16:20:43
179507,2020-10-13 16:20:55
183549,2020-10-13 16:20:57
184155,2020-10-13 16:20:57
183837,2020-10-13 16:21:00
189038,2020-10-13 16:21:00
192279,2020-10-13 16:21:00
184930,2020-10-13 16:21:00
185512,2020-10-13 16:21:00
196888,2020-10-13 16:21:00
193516,2020-10-13 16:21:00
207252,2020-10-13 16:21:00
183008,2020-10-13 16:21:00
195369,2020-10-13 16:21:00
188203,2020-10-13 16:21:01
194749,2020-10-13 16:21:06
177093,2020-10-13 16:21:22
185294,2020-10-13 16:21:28
185070,2020-10-13 16:21:31
188454,2020-10-13 16:21:35
183985,2020-10-13 16:21:37
182986,2020-10-13 16:21:40
193797,2020-10-13 16:21:44
186154,2020-10-13 16:21:45
188005,2020-10-13 16:21:58
181022,2020-10-13 16:22:00
186820,2020-10-13 16:22:00
192686,2020-10-13 16:22:00
181397,2020-10-13 16:22:00
183927,2020-10-13 16:22:00
185686,2020-10-13 16:22:00
184776,2020-10-13 16:22:00
189347,2020-10-13 16:22:00
185784,2020-10-13 16:22:00
186555,2020-10-13 16:22:00
188096,2020-10-13 16:22:00
185290,2020-10-13 16:22:00
183010,2020-10-13 16:22:00
186908,2020-10-13 16:22:01
188257,2020-10-13 16:22:05
183411,2020-10-13 16:22:10
182839,2020-10-13 16:22:14
186838,2020-10-13 16:22:22
183224,2020-10-13 16:22:27
183498,2020-10-13 16:22:27
186868,2020-10-13 16:22:38
194594,2020-10-13 16:22:52
183497,2020-10-13 16:22:53
180006,2020-10-13 16:22:54
186062,2020-10-13 16:22:59
180097,2020-10-13 16:23:00
188873,2020-10-13 16:23:00
198542,2020-10-13 16:23:00
186767,2020-10-13 16:23:00
189242,2020-10-13 16:23:00
181007,2020-10-13 16:23:00
183496,2020-10-13 16:23:00
182714,2020-10-13 16:23:00
184018,2020-10-13 16:23:00
183903,2020-10-13 16:23:18
189765,2020-10-13 16:23:18
181128,2020-10-13 16:23:19
180152,2020-10-13 16:23:34
187812,2020-10-13 16:23:35
180800,2020-10-13 16:23:36
187425,2020-10-13 16:23:40
181469,2020-10-13 16:23:42
181356,2020-10-13 16:23:51
182210,2020-10-13 16:23:52
183544,2020-10-13 16:23:58
182832,2020-10-13 16:24:00
187430,2020-10-13 16:24:00
181083,2020-10-13 16:24:00
183974,2020-10-13 16:24:00
190995,2020-10-13 16:24:00
187847,2020-10-13 16:24:00
188072,2020-10-13 16:24:00
187679,2020-10-13 16:24:00
185124,2020-10-13 16:24:00
183161,2020-10-13 16:24:00
184673,2020-10-13 16:24:00
185216,2020-10-13 16:24:00
183394,2020-10-13 16:24:00
178348,2020-10-13 16:24:00
181317,2020-10-13 16:24:01
196108,2020-10-13 16:24:18
188283,2020-10-13 16:24:18
181454,2020-10-13 16:24:18
191217,2020-10-13 16:24:21
181764,2020-10-13 16:24:23
183500,2020-10-13 16:24:24
179209,2020-10-13 16:24:30
179960,2020-10-13 16:24:36
188052,2020-10-13 16:24:42
180862,2020-10-13 16:24:48
177817,2020-10-13 16:24:52
183169,2020-10-13 16:24:58
184438,2020-10-13 16:24:59
190699,2020-10-13 16:25:00
181553,2020-10-13 16:25:00
181608,2020-10-13 16:25:00
190884,2020-10-13 16:25:00
191432,2020-10-13 16:25:00
181878,2020-10-13 16:25:00
189896,2020-10-13 16:25:00
188511,2020-10-13 16:25:08
180755,2020-10-13 16:25:11
184683,2020-10-13 16:25:14
195540,2020-10-13 16:25:17
196949,2020-10-13 16:25:18
190109,2020-10-13 16:25:20
186406,2020-10-13 16:25:23
189995,2020-10-13 16:25:54
182390,2020-10-13 16:26:00
194133,2020-10-13 16:26:00
184586,2020-10-13 16:26:00
182432,2020-10-13 16:26:00
195693,2020-10-13 16:26:00
186593,2020-10-13 16:26:00
179389,2020-10-13 16:26:00
182318,2020-10-13 16:26:00
184583,2020-10-13 16:26:00
179724,2020-10-13 16:26:00
183083,2020-10-13 16:26:00
189470,2020-10-13 16:26:02
195683,2020-10-13 16:26:08
182960,2020-10-13 16:26:14
186096,2020-10-13 16:26:15
189556,2020-10-13 16:26:37
181186,2020-10-13 16:26:40
188525,2020-10-13 16:26:42
183588,2020-10-13 16:26:46
189472,2020-10-13 16:27:00
194248,2020-10-13 16:27:00
183859,2020-10-13 16:27:00
184678,2020-10-13 16:27:00
193263,2020-10-13 16:27:00
182890,2020-10-13 16:27:00
186652,2020-10-13 16:27:00
192546,2020-10-13 16:27:02
190414,2020-10-13 16:27:12
181055,2020-10-13 16:27:23
188918,2020-10-13 16:27:27
195791,2020-10-13 16:27:29
190498,2020-10-13 16:27:39
192004,2020-10-13 16:27:49
189734,2020-10-13 16:27:52
181747,2020-10-13 16:27:56
195633,2020-10-13 16:28:00
194406,2020-10-13 16:28:00
189156,2020-10-13 16:28:00
186495,2020-10-13 16:28:00
186407,2020-10-13 16:28:00
192597,2020-10-13 16:28:00
181040,2020-10-13 16:28:00
184918,2020-10-13 16:28:02
181141,2020-10-13 16:28:04
187242,2020-10-13 16:28:04
188369,2020-10-13 16:28:06
196195,2020-10-13 16:28:12
193178,2020-10-13 16:28:25
186614,2020-10-13 16:28:26
178038,2020-10-13 16:28:39
188668,2020-10-13 16:28:56
197846,2020-10-13 16:29:00
178465,2020-10-13 16:29:00
197451,2020-10-13 16:29:00
191401,2020-10-13 16:29:00
197952,2020-10-13 16:29:00
183483,2020-10-13 16:29:00
183913,2020-10-13 16:29:00
192766,2020-10-13 16:29:04
195156,2020-10-13 16:29:10
196066,2020-10-13 16:29:21
186361,2020-10-13 16:29:23
194922,2020-10-13 16:29:24
192334,2020-10-13 16:29:28
177913,2020-10-13 16:29:34
189071,2020-10-13 16:29:35
183638,2020-10-13 16:29:47
185685,2020-10-13 16:30:00
197231,2020-10-13 16:30:00
206080,2020-10-13 16:30:00
185080,2020-10-13 16:30:00
178727,2020-10-13 16:30:00
192041,2020-10-13 16:30:00
193099,2020-10-13 16:30:00
183205,2020-10-13 16:30:00
186671,2020-10-13 16:30:00
197656,2020-10-13 16:30:00
194475,2020-10-13 16:30:00
197747,2020-10-13 16:30:00
189409,2020-10-13 16:30:00
178403,2020-10-13 16:30:00
185160,2020-10-13 16:30:00
181038,2020-10-13 16:30:00
191365,2020-10-13 16:30:00
189408,2020-10-13 16:30:00
184313,2020-10-13 16:30:00
193333,2020-10-13 16:30:00
186015,2020-10-13 16:30:00
184025,2020-10-13 16:30:00
185501,2020-10-13 16:30:00
189250,2020-10-13 16:30:00
185430,2020-10-13 16:30:00
182869,2020-10-13 16:30:00
196297,2020-10-13 16:30:00
181385,2020-10-13 16:30:00
181082,2020-10-13 16:30:00
182916,2020-10-13 16:30:00
197701,2020-10-13 16:30:00
184218,2020-10-13 16:30:00
183792,2020-10-13 16:30:00
186466,2020-10-13 16:30:00
186454,2020-10-13 16:30:00
186452,2020-10-13 16:30:00
186453,2020-10-13 16:30:00
186464,2020-10-13 16:30:00
183675,2020-10-13 16:30:02
190213,2020-10-13 16:30:15
184106,2020-10-13 16:30:16
193198,2020-10-13 16:30:18
188073,2020-10-13 16:30:22
181979,2020-10-13 16:30:29
183067,2020-10-13 16:30:31
180328,2020-10-13 16:30:31
181993,2020-10-13 16:30:33
187075,2020-10-13 16:30:34
189557,2020-10-13 16:30:37
183810,2020-10-13 16:30:39
197443,2020-10-13 16:30:39
190672,2020-10-13 16:30:41
190048,2020-10-13 16:30:43
177987,2020-10-13 16:30:44
194596,2020-10-13 16:30:49
191141,2020-10-13 16:30:51
190700,2020-10-13 16:30:54
192379,2020-10-13 16:31:00
179342,2020-10-13 16:31:00
187844,2020-10-13 16:31:00
178759,2020-10-13 16:31:00
182550,2020-10-13 16:31:00
194381,2020-10-13 16:31:00
186050,2020-10-13 16:31:00
181127,2020-10-13 16:31:00
184760,2020-10-13 16:31:00
188792,2020-10-13 16:31:08
181972,2020-10-13 16:31:10
181191,2020-10-13 16:31:11
183983,2020-10-13 16:31:13
189682,2020-10-13 16:31:20
182308,2020-10-13 16:31:28
182710,2020-10-13 16:31:32
184730,2020-10-13 16:31:33
184356,2020-10-13 16:31:34
190979,2020-10-13 16:31:34
181465,2020-10-13 16:31:42
181399,2020-10-13 16:31:42
189056,2020-10-13 16:31:51
183494,2020-10-13 16:31:59
183453,2020-10-13 16:31:59
190489,2020-10-13 16:32:00
192054,2020-10-13 16:32:00
183558,2020-10-13 16:32:00
189162,2020-10-13 16:32:00
184189,2020-10-13 16:32:00
190665,2020-10-13 16:32:00
180878,2020-10-13 16:32:00
189131,2020-10-13 16:32:00
187712,2020-10-13 16:32:00
185161,2020-10-13 16:32:00
181377,2020-10-13 16:32:02
178890,2020-10-13 16:32:03
191896,2020-10-13 16:32:11
196878,2020-10-13 16:32:18
193540,2020-10-13 16:32:25
192883,2020-10-13 16:32:26
183710,2020-10-13 16:32:26
187424,2020-10-13 16:32:27
191364,2020-10-13 16:32:32
192222,2020-10-13 16:32:32
195381,2020-10-13 16:32:36
193562,2020-10-13 16:32:38
186721,2020-10-13 16:32:40
183120,2020-10-13 16:32:45
183482,2020-10-13 16:32:45
187789,2020-10-13 16:32:54
179573,2020-10-13 16:32:55
193725,2020-10-13 16:32:57
194675,2020-10-13 16:32:58
184083,2020-10-13 16:33:00
185604,2020-10-13 16:33:00
180121,2020-10-13 16:33:00
183009,2020-10-13 16:33:00
187718,2020-10-13 16:33:00
182539,2020-10-13 16:33:00
187715,2020-10-13 16:33:00
185199,2020-10-13 16:33:00
181091,2020-10-13 16:33:03
192629,2020-10-13 16:33:05
177750,2020-10-13 16:33:09
183999,2020-10-13 16:33:13
188309,2020-10-13 16:33:17
190067,2020-10-13 16:33:19
185881,2020-10-13 16:33:25
190829,2020-10-13 16:33:32
183347,2020-10-13 16:33:33
189395,2020-10-13 16:33:37
198286,2020-10-13 16:33:39
186313,2020-10-13 16:33:42
179154,2020-10-13 16:33:42
192956,2020-10-13 16:33:54
193758,2020-10-13 16:33:58
184908,2020-10-13 16:34:00
180801,2020-10-13 16:34:00
188447,2020-10-13 16:34:00
195824,2020-10-13 16:34:00
192628,2020-10-13 16:34:00
188079,2020-10-13 16:34:00
187169,2020-10-13 16:34:00
181978,2020-10-13 16:34:00
179717,2020-10-13 16:34:00
189719,2020-10-13 16:34:00
185563,2020-10-13 16:34:00
186275,2020-10-13 16:34:00
193613,2020-10-13 16:34:03
181073,2020-10-13 16:34:11
182978,2020-10-13 16:34:38
198243,2020-10-13 16:34:41
179522,2020-10-13 16:34:48
185943,2020-10-13 16:34:53
195484,2020-10-13 16:34:57
194207,2020-10-13 16:35:00
183085,2020-10-13 16:35:00
197320,2020-10-13 16:35:00
197375,2020-10-13 16:35:00
187360,2020-10-13 16:35:00
184827,2020-10-13 16:35:00
179228,2020-10-13 16:35:00
194227,2020-10-13 16:35:00
191267,2020-10-13 16:35:00
194657,2020-10-13 16:35:00
191476,2020-10-13 16:35:00
198289,2020-10-13 16:35:00
195654,2020-10-13 16:35:00
188870,2020-10-13 16:35:00
178466,2020-10-13 16:35:03
185137,2020-10-13 16:35:12
193542,2020-10-13 16:35:18
183555,2020-10-13 16:35:20
181196,2020-10-13 16:35:25
195642,2020-10-13 16:35:26
196903,2020-10-13 16:35:31
182618,2020-10-13 16:35:44
193624,2020-10-13 16:35:46
194733,2020-10-13 16:35:46
196381,2020-10-13 16:35:47
186018,2020-10-13 16:35:49
191164,2020-10-13 16:35:49
189657,2020-10-13 16:35:55
185120,2020-10-13 16:35:55
188297,2020-10-13 16:35:58
185939,2020-10-13 16:36:00
185206,2020-10-13 16:36:00
186375,2020-10-13 16:36:00
183443,2020-10-13 16:36:00
184692,2020-10-13 16:36:00
198408,2020-10-13 16:36:02
191114,2020-10-13 16:36:05
189245,2020-10-13 16:36:12
196306,2020-10-13 16:36:12
186809,2020-10-13 16:36:15
179326,2020-10-13 16:36:24
181061,2020-10-13 16:36:24
181802,2020-10-13 16:36:26
191566,2020-10-13 16:36:32
194795,2020-10-13 16:36:39
190642,2020-10-13 16:36:50
181284,2020-10-13 16:36:53
191361,2020-10-13 16:36:56
197387,2020-10-13 16:36:59
197073,2020-10-13 16:37:00
185765,2020-10-13 16:37:00
186397,2020-10-13 16:37:00
189410,2020-10-13 16:37:00
198458,2020-10-13 16:37:00
189425,2020-10-13 16:37:00
184274,2020-10-13 16:37:00
181755,2020-10-13 16:37:00
184684,2020-10-13 16:37:00
180025,2020-10-13 16:37:00
180044,2020-10-13 16:37:00
186298,2020-10-13 16:37:01
183635,2020-10-13 16:37:10
183543,2020-10-13 16:37:11
188376,2020-10-13 16:37:12
189167,2020-10-13 16:37:13
192507,2020-10-13 16:37:13
188563,2020-10-13 16:37:13
181171,2020-10-13 16:37:22
189563,2020-10-13 16:37:25
191236,2020-10-13 16:37:27
192401,2020-10-13 16:37:31
189277,2020-10-13 16:37:32
190502,2020-10-13 16:37:33
186699,2020-10-13 16:37:33
192206,2020-10-13 16:37:33
183480,2020-10-13 16:37:36
180375,2020-10-13 16:37:53
187724,2020-10-13 16:37:53
194355,2020-10-13 16:37:58
186211,2020-10-13 16:38:00
193550,2020-10-13 16:38:00
191956,2020-10-13 16:38:00
185162,2020-10-13 16:38:00
187839,2020-10-13 16:38:00
187695,2020-10-13 16:38:00
195115,2020-10-13 16:38:00
185356,2020-10-13 16:38:00
192015,2020-10-13 16:38:00
194307,2020-10-13 16:38:00
184785,2020-10-13 16:38:00
193020,2020-10-13 16:38:00
191241,2020-10-13 16:38:00
183054,2020-10-13 16:38:00
180301,2020-10-13 16:38:02
188095,2020-10-13 16:38:03
185461,2020-10-13 16:38:23
186156,2020-10-13 16:38:23
188894,2020-10-13 16:38:26
183981,2020-10-13 16:38:28
189667,2020-10-13 16:38:28
188437,2020-10-13 16:38:42
183554,2020-10-13 16:38:46
191272,2020-10-13 16:38:52
196256,2020-10-13 16:39:00
191857,2020-10-13 16:39:00
197799,2020-10-13 16:39:00
188827,2020-10-13 16:39:00
185721,2020-10-13 16:39:00
185823,2020-10-13 16:39:00
178287,2020-10-13 16:39:00
193806,2020-10-13 16:39:00
185278,2020-10-13 16:39:00
182837,2020-10-13 16:39:00
180408,2020-10-13 16:39:00
181037,2020-10-13 16:39:00
186979,2020-10-13 16:39:00
191325,2020-10-13 16:39:00
193251,2020-10-13 16:39:00
184952,2020-10-13 16:39:00
193600,2020-10-13 16:39:00
193947,2020-10-13 16:39:00
194427,2020-10-13 16:39:00
181231,2020-10-13 16:39:00
182767,2020-10-13 16:39:07
195026,2020-10-13 16:39:11
188380,2020-10-13 16:39:20
189600,2020-10-13 16:39:21
191512,2020-10-13 16:39:33
190147,2020-10-13 16:39:33
194899,2020-10-13 16:39:40
182929,2020-10-13 16:40:00
188235,2020-10-13 16:40:00
195716,2020-10-13 16:40:00
190918,2020-10-13 16:40:00
193586,2020-10-13 16:40:00
191631,2020-10-13 16:40:00
190425,2020-10-13 16:40:00
197075,2020-10-13 16:40:00
195988,2020-10-13 16:40:00
183455,2020-10-13 16:40:00
181180,2020-10-13 16:40:00
184589,2020-10-13 16:40:01
190600,2020-10-13 16:40:06
191862,2020-10-13 16:40:06
185936,2020-10-13 16:40:15
183756,2020-10-13 16:40:17
189441,2020-10-13 16:40:28
179476,2020-10-13 16:40:33
179884,2020-10-13 16:40:34
185200,2020-10-13 16:40:37
181067,2020-10-13 16:40:47
181324,2020-10-13 16:40:48
188832,2020-10-13 16:40:50
180977,2020-10-13 16:41:00
185073,2020-10-13 16:41:00
187767,2020-10-13 16:41:00
186177,2020-10-13 16:41:00
186395,2020-10-13 16:41:00
182963,2020-10-13 16:41:00
193261,2020-10-13 16:41:00
190342,2020-10-13 16:41:00
181096,2020-10-13 16:41:00
195795,2020-10-13 16:41:08
180095,2020-10-13 16:41:11
196851,2020-10-13 16:41:11
183844,2020-10-13 16:41:12
197571,2020-10-13 16:41:12
183312,2020-10-13 16:41:15
183369,2020-10-13 16:41:15
188440,2020-10-13 16:41:15
178704,2020-10-13 16:41:15
191340,2020-10-13 16:41:15
188980,2020-10-13 16:41:18
182377,2020-10-13 16:41:18
188485,2020-10-13 16:41:21
190018,2020-10-13 16:41:26
194439,2020-10-13 16:41:27
192284,2020-10-13 16:41:30
187686,2020-10-13 16:41:30
198120,2020-10-13 16:41:35
191734,2020-10-13 16:41:36
182992,2020-10-13 16:41:40
182729,2020-10-13 16:41:40
180203,2020-10-13 16:41:42
189743,2020-10-13 16:41:50
184946,2020-10-13 16:41:53
179041,2020-10-13 16:41:59
188741,2020-10-13 16:42:00
194758,2020-10-13 16:42:00
181977,2020-10-13 16:42:00
181036,2020-10-13 16:42:00
184570,2020-10-13 16:42:00
190304,2020-10-13 16:42:00
184833,2020-10-13 16:42:00
183809,2020-10-13 16:42:00
181409,2020-10-13 16:42:00
186102,2020-10-13 16:42:00
188061,2020-10-13 16:42:00
187661,2020-10-13 16:42:00
181056,2020-10-13 16:42:02
181730,2020-10-13 16:42:07
182423,2020-10-13 16:42:16
181912,2020-10-13 16:42:22
193459,2020-10-13 16:42:26
185497,2020-10-13 16:42:27
184840,2020-10-13 16:42:29
197058,2020-10-13 16:42:38
181173,2020-10-13 16:42:59
182560,2020-10-13 16:43:00
195756,2020-10-13 16:43:00
197033,2020-10-13 16:43:00
183088,2020-10-13 16:43:00
186708,2020-10-13 16:43:00
180610,2020-10-13 16:43:00
186167,2020-10-13 16:43:00
185869,2020-10-13 16:43:00
193570,2020-10-13 16:43:00
198314,2020-10-13 16:43:00
179996,2020-10-13 16:43:00
196162,2020-10-13 16:43:00
193747,2020-10-13 16:43:00
190237,2020-10-13 16:43:00
188132,2020-10-13 16:43:01
186878,2020-10-13 16:43:03
191712,2020-10-13 16:43:08
183975,2020-10-13 16:43:11
194980,2020-10-13 16:43:13
183552,2020-10-13 16:43:13
197874,2020-10-13 16:43:22
181416,2020-10-13 16:43:22
184423,2020-10-13 16:43:24
181112,2020-10-13 16:43:42
186132,2020-10-13 16:43:49
187898,2020-10-13 16:43:51
197990,2020-10-13 16:43:55
183242,2020-10-13 16:43:56
181095,2020-10-13 16:43:58
183618,2020-10-13 16:43:58
191815,2020-10-13 16:44:00
180756,2020-10-13 16:44:00
196131,2020-10-13 16:44:00
191973,2020-10-13 16:44:00
182146,2020-10-13 16:44:00
185003,2020-10-13 16:44:00
185012,2020-10-13 16:44:00
193602,2020-10-13 16:44:00
190658,2020-10-13 16:44:11
188492,2020-10-13 16:44:17
188103,2020-10-13 16:44:28
183165,2020-10-13 16:44:37
180731,2020-10-13 16:44:46
181990,2020-10-13 16:44:46
193217,2020-10-13 16:44:52
190656,2020-10-13 16:44:59
190181,2020-10-13 16:45:00
179293,2020-10-13 16:45:00
188564,2020-10-13 16:45:00
190818,2020-10-13 16:45:00
182758,2020-10-13 16:45:00
194436,2020-10-13 16:45:00
182566,2020-10-13 16:45:00
197626,2020-10-13 16:45:00
188588,2020-10-13 16:45:00
184596,2020-10-13 16:45:00
184997,2020-10-13 16:45:00
184979,2020-10-13 16:45:00
180903,2020-10-13 16:45:00
188423,2020-10-13 16:45:01
192406,2020-10-13 16:45:18
186810,2020-10-13 16:45:20
183428,2020-10-13 16:45:20
183438,2020-10-13 16:45:20
193253,2020-10-13 16:45:22
192408,2020-10-13 16:45:23
190890,2020-10-13 16:45:27
190569,2020-10-13 16:45:28
198600,2020-10-13 16:45:28
193574,2020-10-13 16:45:29
197657,2020-10-13 16:45:43
179505,2020-10-13 16:45:45
182823,2020-10-13 16:45:48
197211,2020-10-13 16:45:50
185394,2020-10-13 16:45:51
180958,2020-10-13 16:45:57
196114,2020-10-13 16:45:59
186602,2020-10-13 16:46:00
185966,2020-10-13 16:46:00
182051,2020-10-13 16:46:00
187354,2020-10-13 16:46:00
181064,2020-10-13 16:46:00
180392,2020-10-13 16:46:00
190096,2020-10-13 16:46:06
195765,2020-10-13 16:46:09
193663,2020-10-13 16:46:11
181201,2020-10-13 16:46:26
185239,2020-10-13 16:46:30
193870,2020-10-13 16:46:41
189416,2020-10-13 16:46:41
187324,2020-10-13 16:46:50
183817,2020-10-13 16:46:51
182350,2020-10-13 16:46:51
189890,2020-10-13 16:46:52
183340,2020-10-13 16:46:54
188009,2020-10-13 16:47:00
181425,2020-10-13 16:47:00
181985,2020-10-13 16:47:00
187454,2020-10-13 16:47:00
189030,2020-10-13 16:47:00
196053,2020-10-13 16:47:00
181149,2020-10-13 16:47:00
186030,2020-10-13 16:47:00
182198,2020-10-13 16:47:00
181118,2020-10-13 16:47:09
197948,2020-10-13 16:47:15
197705,2020-10-13 16:47:37
189349,2020-10-13 16:47:50
182476,2020-10-13 16:47:53
196672,2020-10-13 16:48:00
192439,2020-10-13 16:48:00
181072,2020-10-13 16:48:00
195258,2020-10-13 16:48:00
179571,2020-10-13 16:48:03
183481,2020-10-13 16:48:03
196806,2020-10-13 16:48:11
197508,2020-10-13 16:48:20
194304,2020-10-13 16:48:27
183400,2020-10-13 16:48:41
188234,2020-10-13 16:48:44
182404,2020-10-13 16:48:48
186789,2020-10-13 16:48:49
190949,2020-10-13 16:49:00
181262,2020-10-13 16:49:00
186700,2020-10-13 16:49:00
183705,2020-10-13 16:49:00
187590,2020-10-13 16:49:00
190241,2020-10-13 16:49:00
182161,2020-10-13 16:49:00
192972,2020-10-13 16:49:00
181110,2020-10-13 16:49:00
193304,2020-10-13 16:49:00
182538,2020-10-13 16:49:00
188075,2020-10-13 16:49:00
183986,2020-10-13 16:49:01
189655,2020-10-13 16:49:13
182410,2020-10-13 16:49:14
197958,2020-10-13 16:49:22
183655,2020-10-13 16:49:22
182062,2020-10-13 16:49:34
192142,2020-10-13 16:49:36
187666,2020-10-13 16:49:51
181971,2020-10-13 16:50:00
187046,2020-10-13 16:50:00
186007,2020-10-13 16:50:00
190238,2020-10-13 16:50:00
186187,2020-10-13 16:50:00
192038,2020-10-13 16:50:00
186634,2020-10-13 16:50:00
